ROW_ID,ROW_VERSION,studyName,studyId,studyFileviewId,studyStatus,dataStatus,studyLeads,fundingAgency,summary,summarySource,institutions,diseaseFocus,manifestation,featured,consortium,id,accessRequirements,acknowledgementStatements,relatedStudies
209,99,NF1 RNA Repair Based on Therapeutic Ribozymes,syn21641945,syn21669328,Active,None,Andre Leier | Ulrich Muller,GFF,"The 1989 Nobel Prize in Chemistry went to Thomas R. Cech and Sydney Altman for their discovery of ribonucleic acid (RNA) molecules with catalytic properties similar to those of protein enzymes, leading to the term 'ribozymes'. Cech and colleagues studied a specific ribozyme, an intron of a gene in Tetrahymena thermophila, a single-celled organism. Ribozymes of its kind can be modified to specifically bind to a target RNA of choice, split this RNA at a specific site into two parts, and replace one part with another RNA sequence that is attached to the ribozyme. This so-called trans-splicing ability of engineered ribozymes establishes a potential strategy for therapeutic RNA repair: The faulty part of RNA that resulted from a genetic mutation in its associated gene is removed and replaced by the correct part. Such a repaired transcript then translates into fully functional proteins. Early proofs of this concept demonstrated repair of defective RNAs involved in cancer (p53), myotonic muscular dystrophy (DMPK) and sickle-cell anemia (beta-globin). This proposal builds upon this concept: Bioengineered trans-acting ribozymes are used to target faulty transcripts of the NF1 gene that carry mutations causing neurofibromatosis type 1 (NF1). The aim is to effectively and specifically restore function to the NF1 gene product for a variety of patient-derived NF1 mutations in human cell lines. As part of the ribozyme design, potential obstacles on the path to NF1 clinical application will be considered and analyzed, including delivery of the therapeutic ribozymes, avoidance of off-target effects, and minimization of a possible immune response. By developing NF1 mouse models with patient specific mutations that are amenable to ribozyme-mediated correction we will prepare for subsequent animal studies, a necessary step prior to clinical testing. We envision our research to constitute the first step towards a novel RNA-based therapy for the treatment of NF1.",https://www.synapse.org/#!Synapse:syn21641945/wiki/601398,"University of Alabama, Birmingham | University of California, San Diego",Neurofibromatosis 1,,,,,,,"syn21641872, syn21641931, syn21641955, syn21642010"
210,99,Investigating Synthetic Lethality Associated with NF1 Loss,syn21641955,syn21669353,Active,None,Eric Pasmant | Raphael Margueron,GFF,"Neurofibromatosis type 1 (NF1) is a genetic disease caused by a mutation of NF1, a gene which normally limits cell proliferation. NF1 patients initially have one of the two NF1 alleles which remains normal but is prone to become inactivated. When this occurs, benign tumors called neurofibromas develop and cause various health complications. In some cases, neurofibromas transform into aggressive life-threatening tumors. Initial identification of the NF1 gene as causative for the disease created hope that the defect could be corrected using gene therapy strategies. However, genetic correction of NF1 mutations is met with several outstanding issues that render this type of approach unlikely to succeed for the time being. Instead of trying to correct the disease causing-mutation, this project proposes a new approach to treat NF1 that aims at killing cells that have inactivated both copies of the NF1 gene. The concept underlying this original therapeutic approach is based on the fact that mutation of one gene often creates vulnerabilities towards inactivation of other genes that are not normally required for cell survival. A spinoff of the recently developed CRISPR/CAS9 technology will be used to identify genes that become essential for the survival of cells that have inactivated both copies of the NF1 gene. The focus will then move to target genes for which an FDA-approved drug is already available. Such a drug, if successful in killing NF1-mutant cells, should quickly become available for clinical testing in NF1 patients.",https://www.synapse.org/#!Synapse:syn21641955/wiki/601400,University Paris Descartes | Institut Curie,Neurofibromatosis 1,,,,,,,"syn21641872, syn21641931, syn21641945, syn21642010"
211,99,Development of Mutation Suppression Therapy in a Swine Model of NF1,syn21642027,syn21669564,Active,None,Adrienne Watson | David Largaespada,GFF,"One in five Neurofibromatosis Type 1 (NF1) patients have a specific type of mutation in the NF1 gene that causes its protein production machinery to stop early, resulting in a shortened and usually non-functional product. There is a type of drug called a ""nonsense mutation suppressor"" that restores full-length production of protein in genes that have these mutations. These drugs are being developed for diseases like Cystic Fibrosis and Duchenne Muscular Dystrophy, and many clinical trials are underway for these patients. Unfortunately, the immense impact these drugs could have on NF1 patients with these mutations has yet to be explored. The goal of this proposal is to investigate the potential of nonsense mutation suppression therapies in NF1 patients. This group has developed a minipig model of NF1 that shows many of the clinical signs seen in human patients of NF1, including cafe-au-lait spots, dermal neurofibromas, and optic pathway glioma, and it has been used to find drugs that are both safe and effective in our preclinical model that can better inform researchers and clinicians before these drugs go into clinical trials in NF1 patients. Here, this project aims to develop a new swine model of NF1 with a slightly different mutation that will be suitable for testing these nonsense mutation suppression therapies. The preclinical utility of these drugs will be established with the goal of initiating a clinical trial in NF1 patients with a drug that is safe, tolerable, and effective in restoring NF1 gene function. The NF1 pig model developed in this proposal is expected to develop tumors similar to those found in human patients and can be used to establish the ability of these novel therapies to both eradicate the underlying genetic abnormality and cure existing manifestations of the condition in people living with NF1.",https://www.synapse.org/#!Synapse:syn21642027/wiki/601406,Recombinetics | University of Minnesota,Neurofibromatosis 1,,,,,,,"syn21641813, syn21641876"
212,99,Exon skipping to treat Neurofibromatosis Type 1 (NF1) mutations,syn21642010,syn21669676,Active,None,Deeann Wallis | Linda Popplewell,GFF,"Most currently available drugs to treat Neurofibromatosis Type I (NF1) are targeted at tumors; and as with many chemotherapies, they tend to have toxic side effects. Newer, less toxic therapies are needed. Antisense directed gene therapy, and more specifically exon skipping, is a successful therapeutic strategy for other diseases including Duchenne muscular dystrophy (DMD) which also affects children. Antisense directed gene therapy causes cells to ""skip"" over faulty pieces of the genetic code, leading to a truncated but still functional protein despite the genetic mutation. Antisense oligonucleotides (AONs) are short synthetic modified nucleic acids that bind RNA through base pairing and enable modulation of its expression. The project hypothesizes that antisense directed gene therapy can be utilized to treat NF1 and is designed to test that possibility. Exons, the coding part of genes, within the NF1 transcript that may be skipped and still maintain gene function must be identified. The first aim is to create copies of the NF1 gene that are missing these prioritized exons and test their function in cell-based molecular assays. Next, antisense oligonucleotides will be designed and tested. This will involve computer-aided sequence analysis of the NF1 genomic region and the design of NF1 antisense phosphonodiamidite morpholino oligomers (PMOs) that target specific exons. These PMOs will be tested in normal cells for their exon-skipping efficiency. Human cell lines that have deleterious, patient-specific NF1 mutations will also be created using CRISPR/Cas9 technology to edit the genome. These mutations will occur within exons that have been shown to maintain gene function after deletion. PMOs that are efficacious will be moved forward and be tested in dose response for exon skipping efficiency in cells containing patient mutations. NF1 function will also be evaluated. Finally, mice models will be created, and the phenotypes characterized such that they may be used to show proof-of-Principal that exon skipping could be therapeutic for NF1. Ideally, exon skipping could be used clinically to treat NF1 patients that harbor mutations in non-critical regions of the gene. Production of even partially functional NF1 could help ameliorate phenotypes. This project will make the following three contributions to advancing the field of NF research. First, we will determine if exon skipping strategies are even a possibility for treating NF1. Second, data generated will direct future structure-function studies and possibly help lead to a ""mini-NF1"" gene cassette for gene replacement therapies. Finally, generation of mutant human cell lines and mice provides a resource for many other projects.",https://www.synapse.org/#!Synapse:syn21642010/wiki/601404,"University of Alabama, Birmingham | Royal Holloway University of London",Neurofibromatosis 1,,,,,,,"syn21641872, syn21641931, syn21641945, syn21641955"
213,99,"AAV, Zinc Finger Protein and Antisense Oligonucleotide Strategies for Restoration of Neurofibromin Expression",syn21641985,syn21669822,Active,None,Miguel Sena-Esteves | Scott Wolfe | Matthew Gounis | Jonathan Watts | Xandra Breakefield | Casey Maguire,GFF,"Neurofibromatosis type I (NF1) is a genetic disorder caused by mutations in the neurofibromin gene. Patients with NF1 suffer from a variety of health challenges, including skin lesions, benign and malignant tumors of the optic and peripheral nervous system, and cognitive deficits. Current treatment options are limited and do not address the primary genetic defect associated with this disorder, namely the reduction in levels or complete loss of the neurofibromin protein within affected tissues. This project seeks to develop therapeutics that will directly address this core deficit in NF1 patients. The central focus is to develop two new NF1 drug candidates that will be ready for Pre-IND discussions with the FDA at the end of the third year of study. This ambitious goal will be achieved by developing and characterizing multiple potential therapeutics in parallel and analyzing them on common platforms in a joint scientific effort spanning fourteen clinical and basic science research laboratories. During the first two years of the project, the efficacy of different therapeutic modalities will be evaluated first in cell culture and then in mouse models of NF1. In year three, we will focus exclusively on the two most promising therapeutic strategies, advancing them through more intense efficacy and safety studies in NF1 mouse models to produce datasets that will be necessary for discussions with the FDA intended to prepare for trials of the drug candidates in patients.",https://www.synapse.org/#!Synapse:syn21641985/wiki/601402,University of Massachusetts | Massachusetts General Hospital,Neurofibromatosis 1,,,,,,,"syn4939892, syn5714423, syn6633069, syn11374337, syn4939908"
214,99,Neuroprotection and optic nerve regeneration in a mouse NF1 OPG model,syn21650326,syn21669855,Active,None,Larry Benowitz,GFF,"Neurofibromatosis Type I (NF1) occurs at a frequency of 1/3000 worldwide and can cause non-cancerous tumor growth in the peripheral and central nervous systems. 15-20% of people with NF1 develop optic pathway gliomas (OPGs) in the first 7 years of life due to an excessive proliferation of astrocytes (support cells of the nervous system) and the invasion of tumors with microglia (resident immune cells in the nervous system). Retinal ganglion cells (RGCs), the nerve cells that send visual information from the eye to the brain, are vulnerable to the effects of aberrant astrocytes and microglia, and undergo cell death in many patients with OPGs, resulting in an irretrievable loss of vision. The objectives of this research are to prevent RGCs from dying in cases in which NF1-associated OPGs are diagnosed at an early stage of progression, or to enable remaining RGCs to regenerate connections back to the brain in cases in which OPGs are diagnosed at a more advanced stage and axons have atrophied. Several treatments that have proven to be successful in preserving injured RGCs and/or enabling RGCs to regenerate dam-age nerve fibers in earlier studies from our lab and others will first be tested individually for beneficial or possible negative effects in a mouse model of NF1-associated OPG. Therapies that prove to be benign or beneficial will then be combined and tested in larger groups in early and later stages of OPG progression in mice. In more basic research, we will investigate how 3 newly discovered pathways that regulate RGC survival interact with each other to develop better treatments for OPGs. Finally, we will work with the cell replacement groups to develop methods to enable endogenous or exogenous stem cell-derived RGCs to extend nerve fibers that can convey visual information to the brain. Our overall goal is to devise therapies that can be moved into clinical practice to improve vision in NF1 patients with OPGs.",https://www.synapse.org/#!Synapse:syn21650326/wiki/601459,Boston Children's Hospital,Neurofibromatosis 1,,,,,,,"syn21650366, syn21650404"
215,99,Axon regeneration and vision restoration in NF1 OPG,syn21650366,syn21669867,Active,None,Jeffrey Goldberg,GFF,"In optic glioma (OPG), including that associated with Neurofibromatosis type-1 (NF1), retinal ganglion cells (RGCs) sustain axon injury and patients lose vision, often in early life. Injury to RGC axons in the optic nerve, whether compressive, traumatic, ischemic or degenerative in nature, results in an irreversible loss of vision due to the inability of RGCs to remain viable and to regenerate their axons. Seminal studies in rodents over the past 2 decades have identified strategies that allow many RGCs to survive long-term after optic nerve injury and enable some RGCs to regenerate axons from the eye to the brain. Most of these data were developed in acute trauma models of optic nerve crush, which may or may not be directly translatable to the axon damage and optic nerve environment in NF1 OPG. In light of these promising results, we believe that the time is right for a collaborative group of investigators to join forces to achieve unprecedented levels of regeneration and to translate these findings into proof-of-concept in NF1 OPG models as well as a larger animal model, as an essential step towards eventual treatment of NF1 OPG patients.",https://www.synapse.org/#!Synapse:syn21650366/wiki/601461,Stanford University School of Medicine,Neurofibromatosis 1,,,,,,,"syn21650326, syn21650404"
216,99,Optimizing strategies to improve visual recovery from NF1 optic glioma,syn21650395,syn21669872,Active,None,David Gutmann,GFF,"Children with Neurofibromatosis type 1 (NF1) are prone to the development of benign brain tumors that affect the optic pathway (optic gliomas) and result in vision loss. While current chemotherapy is effective at halting tumor growth, few patients regain vision. For this reason, it is imperative to identify new treatments that prevent or restore vision loss from these tumors. Research over the past 15 years in the Gutmann laboratory has demonstrated that mice engineered with Nf1 gene mutations develop optic gliomas and tumor associated vision loss. In the current GVRI proposal, we plan to use a novel discovery strategy to identify a core molecular signature of vision recovery following treatment in mice, and employ these findings to evaluate promising candidates in preclinical studies in genetically engineered mice with optic gliomas and vision loss. Leveraging the GVRI team science paradigm, discoveries made using these mice will be validated in other experimental paradigms developed in the Reh, Zack, and Young laboratories. In addition, novel findings emanating from other team efforts will be evaluated in these Nf1 optic glioma mice. Taken together, we aim to identify targeted therapeutic strategies that prevent or ameliorate vision loss in children with NF1 associated optic pathway gliomas.",https://www.synapse.org/#!Synapse:syn21650395/wiki/601463,Washington University in St. Louis,Neurofibromatosis 1,,,,,,,"syn4939914, syn21650464"
217,99,New strategies of protecting RGCs and promoting optic nerve regeneration,syn21650404,syn21669882,Active,None,Zhigang He,GFF,"Vision loss associated with some patients of neurofibromatosis type 1 (NF1) is characterized by degeneration of the optic nerve and the loss of retinal ganglion cells (RGCs), following optic pathway glioma (OPG). Currently there is no solution to reverse the optic pathway damage and restore vision. Tremendous progress in both NF1/OPG and RGC biology provide an unprecedented opportunity of tacking this issue and developing relevant therapeutic strategies. The objective of this proposed study is to leverage our expertise in studying RGC survival and regeneration to explore novel neuroprotective and restorative approaches for NF1/OPG. As to protective therapies, we will assess the effects of available axon-protecting manipulations in NF1/OPG and also identify novel protective interventions targeting the vulnerability of RGCs of NF1/OPG. In addition, we will collaborate with exogenous cell replacement groups in developing a set of manipulations that maximize the extents of axon growth, so that transplanted RGCs could reach their targets for vision restoration. As a component of GVRI team, these proposed studies are expected to contribute to the development of vision restoration therapies for NF1/OPG patients.",https://www.synapse.org/#!Synapse:syn21650404/wiki/601466,Boston Children's Hospital,Neurofibromatosis 1,,,,,,,"syn21650326, syn21650366"
218,99,Structural and functional restoration of the visual system in NF1,syn21650464,syn21669889,Active,None,Andrew Huberman,GFF,"The purpose of this proposal is to understand the specific barriers to visual system function and optic pathway regeneration in people suffering from Neurofibromatosis 1 (NF1) and to develop strategies to overcome those barriers. Previous work from our lab and others has shown (in animal models) that the mammalian visual system has the capacity to regenerate after injury, provided that the proper stimulus (or combination of stimuli) is provided. The cellular, molecular, structural and functional conditions leading to vision loss in the optic pathway of NF1 patients are unique. Thus, it is absolutely crucial to gain thorough understanding of these features in animal models of NF1 in order to develop viable strategies for curing vision loss in NF1 patients. This proposal outlines a strategy to define the optic eye-to-brain pathway in NF1 mutant mice and the specific structural and molecular barriers that must be overcome in order for optic axon regeneration to occur at different stages of the disease. We will test the efficacy of enhancing retinal neural activity on regeneration in NF1 mutants, and the impact of increasing specific cell growth pathways alone or in combination with activity augmentation. Using state-of-the-art tools, we propose to assess retinal axon regeneration, tumor growth and stability and recovery of visual function. Successful completion of these studies should greatly inform our understanding of visual defects in NF1 and strategies to reverse and overcome them.",https://www.synapse.org/#!Synapse:syn21650464/wiki/601469,Stanford University School of Medicine,Neurofibromatosis 1,,,,,,,"syn4939914, syn21650395"
219,99,Generation and neuroprotective studies of NF1 patient-derived RGCs,syn21650476,syn21669909,Active,None,Donald Zack,GFF,"Neurofibromatosis type 1 (NF1) is the most common genetic condition in which individuals carrying the mutation are predisposed to develop a variety of types of tumors. Approximately 20% of children with NF1 mutations will develop tumors of the nerve that carries visual information from the eye to the brain, so called optic pathway gliomas (OPGs). NF1 OPGs can cause permanent vision loss ranging from a mild decline in visual acuity to complete blindness. Up to 50% of children with NF1 OPGs will suffer vision loss, typically between 1 to 8 years of age, which has a significant lifelong impact on the child's overall health and quality of life. Enhancing and restoring visual function in children with NF1 OPGs could dramatically improve their lifelong quality of life.Vision loss from NF1 OPGs ultimately results from damage to and loss of the retinal ganglion cells (RGCs), the retinal neurons that carry visual information from the eye to the brain. Since mammalian RGCs do not regenerate, it is important to develop approaches that maintain the health of a patient's remaining RGCs, so as to reduce or prevent additional vision loss. It is the goal of our work, which is part of the Gilbert Vision Restoration Initiative (GVRI), to use RGCs derived from human stem cells to better understand how NF1 mutations lead to RGC damage and cell loss and to develop strategies to promote RGC survival and function. NF1 RGCs will be generated from small skin biopsy or blood samples from patients with NF1 mutations. These patient derived cells will then be studied in our and other labs lab to uncover how their mutations affect the RGCs, and then we will test thousands of small molecules to try to identify ones that can reverse the effect of the NF1 mutation. It is hoped that these studies will lead to the development of potential drugs to preserve the vision of patients suffering from Neurofibromatosis type 1.",https://www.synapse.org/#!Synapse:syn21650476/wiki/601471,Johns Hopkins University,Neurofibromatosis 1,,,,,,,syn21650488
220,99,RGC differentiation and transplantation for NF1 OPG,syn21650480,syn21669921,Active,None,Jeffrey Goldberg,GFF,"What regulates neuronal growth and differentiation in the central nervous system (CNS)? The optic neuropathy and vision loss seen in optic glioma (OPG) in some cases associated with Neurofibromatosis type 1 (NF1) is one such disease that afflicts the eye that leads to damage and eventual loss of retinal ganglion cells (RGCs). Once lost, RGCs are not replaced in humans or other mammals resulting in irreversible blindness. Transplantation of stem cell derived-RGCs could be a feasible approach to restore vision; however, little is known about how to promote RGC differentiation from stem cells (SCs), or whether stem cell derived-RGCs transplanted into an adult would be able to integrate into either intact or degenerating retinal circuits, particularly in the context of an NF1 patient's retina. Thus, identifying the relevant signaling pathways that promote RGC specification will be necessary to generate donor RGCs that integrate and form functional connections within recipient retinas.Stem cell-based approaches provide new hope for the treatment of many neurodegenerative diseases. To date, several protocols have been reported for RGC generation from hiPSCs and hESCs, however these protocols are labor intensive, require significant time in culture, and yield only a few RGCs. To overcome these issues, we propose to utilize a rapid and direct induced RGC (iRGC) protocol modified from an induced neuron (iN) protocol established in an adjacent Stanford lab to investigate GDF, SoxC and other signaling on RGC fate specification in hiPSCs, with and without the NF1 background. The ultimate goal of this project will be to improve the efficiency of RGC differentiation from hiPSCs, and demonstrate efficacy of iRGC transplant with anatomic and functional assays, with attention to NF1 mutation in the donor iRGC population, and in the recipient host mouse.",https://www.synapse.org/#!Synapse:syn21650480/wiki/601472,Stanford University School of Medicine,Neurofibromatosis 1,,,,,,,syn21650484
221,99,Stem cell derived RGCs: Improving the success of transplantation strategies,syn21650484,syn21669929,Active,None,Michael Young,GFF,"Our overall goal is to improve the success of RGC transplantation, using mouse cells, together with tissue engineering and pig to pig transplantation studies. We will first identify and optimize key variables using mouse cells that can be applied for pig, non-human primate and human retinal ganglion cell precursors. The premise is that the development of RGCs from stem cells is conserved and the cues we identify may be relevant for all RGCs. Testing them in mouse has two key advantages: The timeframe for differentiation is much shorter, which allows one to test more variables; and the mouse model allows for mouse to mouse (allograft) studies which is a likely therapeutic strategy in humans. We have shown that mouse stem cells-derived RGCs are diverse, functional and integrate into healthy and RGC-depleted retinas following injection into the chamber of the eye in front of the retina. We have also demonstrated long-term survival and growth of processes into the optic nerve. We have three sub-aims for this approach: 1 ) Identifying the stage of differentiation with the highest potential for transplantation 2. Evaluate different types of RGCs for transplantation studies 3. Improving RGC maturation in retinal tissue, differentiated from stem cells. We will work closely with team members to develop appropriate differentiation (DZ) and transplantation (JG) protocols.We will also develop novel tissue engineered transplants aimed at improving graft success. Using cells and protocols from Aim 1, we will develop polymer composite grafts capable of improving survival, engraftment, and differentiation of transplanted RGCs. Cells from JG and DZ, along with cells from Aim 1 will be used for these studies. Lastly, building upon studies by team members using mouse and human RGCs, we will develop pig RGCs for the purpose of performing pig-pig allograft (same species) studies in disease models. Human and mouse protocols from DZ and PB will be used to generate pig RGCs.",https://www.synapse.org/#!Synapse:syn21650484/wiki/601473,Massachusetts Eye and Ear Infirmary,Neurofibromatosis 1,,,,,,,syn21650480
222,99,Human stem cell-derived RGCs for optic nerve regeneration,syn21650488,syn21670933,Active,None,Donald Zack,GFF,"Neurofibromatosis type 1 (NF1) is the most common genetic condition in which individuals carrying the mutation are predisposed to develop a variety of types of tumors. Approximately 20% of children with NF1 mutations will develop tumors of the nerve that carries visual information from the eye to the brain, so called optic pathway gliomas (OPGs). NF1-OPGs can cause permanent vision loss ranging from a mild decline in visual acuity to complete blindness. Up to 50% of children with NF1-OPGs will suffer vision loss, typically between 1 to 8 years of age, which has a significant lifelong impact on the child's overall health and quality of life. Enhancing and restoring visual function in children with NF1-OPGs could dramatically improve their lifelong quality of life.Vision loss from NF1-associated optic pathway gliomas ultimately results from damage to and loss of the retinal ganglion cells (RGCs), the nerve cells of the eye that carry visual information to the brain. Since mammalian RGCs do not regenerate, for those patients who have already suffered significant RGC cell death and associated vision loss, the Gilbert Vision Restoration Initiative (GVRI) is pursuing the development of technology to replace a patient's lost RGCs with human stem cell derived RGCs. We have already developed methodology to generate RGCs from stem cells generated from a small skin biopsy or blood sample. As part of the GVRI, we will optimize this methodology and better characterize the resulting RGCs at the single cell level. We will also perform screens to identify molecules and genes that can help the new RGCs, after transplantation into the eye, find their targets in the brain. Although there is still a long road ahead, based on exciting recent work in the field, there is now real hope that the Exogenous RGC Replacement work being sponsored by the GVRI will, in the years ahead, help lead the way to restoring vision to those suffering from NF1 OPGs and other forms of optic nerve disease.",https://www.synapse.org/#!Synapse:syn21650488/wiki/601474,Johns Hopkins University,Neurofibromatosis 1,,,,,,,syn21650476
223,99,Retina regeneration in zebrafish-Endogenous RGC replacement,syn21650493,syn21670947,Active,None,Daniel Goldman,GFF,"NF1 is a disease resulting from reduced levels of neurofibromin 1 that functions as a tumor suppressor. One in five children with NF1 have optic nerve tumors that can lead to retinal ganglion cell death and blindness. One approach for treating NF1-related blindness is to regenerate retinal ganglion cells from endogenous stem cells. Because zebrafish use endogenous stem cells to regenerate retinal ganglion cells, we propose that understanding this process in fish will inform us of strategies for stimulating a similar process in humans. With this goal in mind, we aim to identify gene expression changes and small molecules that are sufficient to drive retina regeneration in zebrafish and test their effect on retina regeneration in mammals.",https://www.synapse.org/#!Synapse:syn21650493/wiki/601475,University of Michigan,Neurofibromatosis 1,,,,,,,syn21650499
224,99,Factors that promote ganglion cell regeneration,syn21650499,syn21670978,Active,None,Thomas Reh,GFF,"Currently, there are no effective therapies to replace degenerated neurons in patients with retinal ganglion cell loss from optic pathway glioma (OPG), such as occurs in patients with Neurofibromatosis type 1 (NF1). By contrast, retinas of non-mammalian vertebrates, such as fish and amphibians, show a robust regenerative response following retinal damage. Upon injury to the retina, fish Muller Glia generate all different types of retinal neurons to replace those that were lost. There has been considerable progress in understanding the molecular mechanisms of regeneration in non-mammalian vertebrates, and if this knowledge could be applied to humans, it might lead to the development of new types of regenerative therapies for patients with impaired vision from Neurofibromatosis type 1. We have recently found that by expressing a key regulatory gene called Ascl1 in the Muller glia of mice, we can induce them to regenerate new neurons after injury to the ganglion cells. The new regenerated neurons in the mouse retinas wired up with the existing, undamaged neurons and became functional. These results showed for the first time that functional neuron regeneration is possible in mammals, like ourselves. We would like to apply these findings to patients; unfortunately not all types of retinal neurons were regenerated in the mouse retina, and one of the types of neurons that they do not regenerate is the ganglion cell, precisely the cell type lost in NF1 patients. Therefore, we propose to figure out what is missing that would allow the Muller glia of mice to make new ganglion cells, by developing novel screening methods to identify these factors. This proposal outlines a series of pilot experiments that will help ensure that the factors we identify in these screens are particularly relevant for NF1 patients.",https://www.synapse.org/#!Synapse:syn21650499/wiki/601476,University of Washington,Neurofibromatosis 1,,,,,,,syn21650493
225,99,Neurofibromatosis Therapeutic Consortium - Brigham and Women's,syn20613866,syn20613885,Completed,Under Embargo,Karen Cichowski,"CTF, NTAP","The Neurofibromatosis Therapeutic Consortium (NFTC) brought together four labs to find novel targets for clinical trials. This three-year, $4 million collaboration was co-funded with NTAP (Neurofibromatosis Therapeutic Acceleration Program) and was an extension of the Neurofibromatosis Preclinical Consortium (NFPC), a five-year, $7 million program that concluded in 2013. These two consortia cooperated to perform and complete 111 preclinical trials across different models. These studies identified 12 drug targets with promising efficacy, and 16 clinical trials have occurred based on the veracious preclinical data gathered by NFPC and NFTC investigators.  This Portal study includes the data generated by the Brigham and Women's Hospital arm of the NFTC.",,Harvard Medical School | Brigham and Women’s Hospital,Neurofibromatosis 1,Malignant Peripheral Nerve Sheath Tumor,,NFTC,,,,syn21452685
226,99,"Neurofibromatosis Therapeutic Consortium - University of California, San Franciso",syn21452685,syn21452689,Completed,Under Embargo,Benjamin Braun | Kevin Shannon,"CTF, NTAP","The Neurofibromatosis Therapeutic Consortium (NFTC) brought together four labs to find novel targets for clinical trials. This three-year, $4 million collaboration was co-funded with NTAP (Neurofibromatosis Therapeutic Acceleration Program) and was an extension of the Neurofibromatosis Preclinical Consortium (NFPC), a five-year, $7 million program that concluded in 2013. These two consortia cooperated to perform and complete 111 preclinical trials across different models. These studies identified 12 drug targets with promising efficacy, and 16 clinical trials have occurred based on the veracious preclinical data gathered by NFPC and NFTC investigators.  This Portal study includes the data generated by the University of California, San Francisco arm of the NFTC.",,"University of California, San Francisco",Neurofibromatosis 1,Juvenile Myelomonocytic Leukemia,,NFTC,,,,syn20613866
